7, 156, 2, 1, 1, 1
7, 43, 2, 2, 1, 1
7, 33, 2, 1, 1, 1
8, 124, 2, 1, 1, 1
7, 43, 2, 1, 1, 1
31, 49, 1, 2, 1, 1
8, 165, 1, 1, 1, 1
19, 124, 1, 1, 2, 1
7, 137, 1, 1, 1, 1
8, 155, 1, 2, 1, 1
29, 49, 1, 2, 1, 1
29, 160, 1, 2, 1, 1
8, 137, 2, 1, 1, 1
19, 141, 2, 1, 2, 1
31, 137, 1, 2, 1, 1
31, 49, 1, 2, 1, 1
7, 139, 2, 1, 1, 1
7, 51, 2, 1, 1, 1
7, 103, 2, 2, 1, 1
29, 160, 1, 2, 1, 1
19, 172, 2, 1, 2, 1
7, 124, 2, 1, 1, 1
7, 51, 2, 1, 1, 1
7, 156, 2, 1, 1, 1
19, 103, 2, 2, 2, 1
19, 172, 2, 1, 2, 1
31, 155, 1, 1, 1, 1
7, 156, 2, 1, 1, 1
8, 155, 1, 2, 1, 1
19, 51, 2, 1, 2, 1
31, 43, 1, 1, 1, 1
8, 49, 1, 2, 1, 1
7, 156, 2, 1, 1, 1
19, 165, 1, 1, 2, 1
59, 137, 1, 2, 1, 1
8, 137, 1, 2, 1, 1
19, 190, 2, 2, 2, 1
7, 190, 2, 2, 1, 1
7, 172, 2, 2, 1, 1
19, 103, 2, 1, 2, 1
19, 161, 2, 1, 2, 1
19, 165, 1, 2, 2, 1
7, 195, 2, 1, 1, 1
29, 49, 1, 2, 1, 1
19, 195, 2, 2, 2, 1
29, 165, 1, 2, 1, 1
19, 139, 2, 2, 2, 1
19, 200, 2, 2, 2, 1
8, 165, 1, 1, 1, 1
7, 165, 1, 2, 1, 1
31, 155, 1, 2, 1, 1
7, 43, 2, 2, 1, 1
19, 165, 1, 2, 2, 1
7, 137, 1, 1, 1, 1
