57, 97, 2, 2, 2, 3
57, 215, 1, 1, 2, 1
26, 102, 1, 1, 3, 2
33, 81, 2, 2, 3, 2
33, 214, 1, 2, 3, 4
57, 156, 2, 2, 2, 2
65, 102, 1, 1, 3, 2
57, 81, 2, 1, 2, 2
26, 171, 1, 1, 3, 2
57, 156, 2, 2, 2, 2
33, 81, 2, 1, 3, 2
26, 214, 1, 2, 3, 4
8, 54, 2, 2, 2, 4
33, 217, 1, 2, 3, 1
65, 4, 1, 1, 3, 2
23, 109, 2, 1, 2, 4
57, 48, 2, 2, 2, 1
4, 126, 2, 2, 3, 2
57, 18, 1, 2, 2, 2
8, 41, 2, 1, 2, 3
23, 206, 2, 1, 2, 3
26, 4, 1, 1, 3, 2
65, 81, 1, 1, 3, 2
33, 10, 2, 1, 3, 2
23, 81, 2, 2, 2, 2
65, 15, 2, 2, 3, 4
33, 126, 1, 1, 3, 2
8, 105, 2, 2, 2, 4
26, 166, 1, 1, 3, 3
26, 2, 1, 1, 3, 3
57, 190, 2, 2, 2, 3
57, 105, 2, 1, 2, 4
26, 55, 2, 1, 3, 3
33, 57, 1, 1, 3, 3
65, 200, 2, 1, 3, 3
57, 102, 2, 1, 2, 2
33, 34, 2, 2, 3, 3
23, 4, 2, 1, 2, 2
57, 197, 2, 1, 2, 3
57, 156, 1, 1, 2, 2
23, 105, 2, 2, 2, 4
8, 2, 2, 1, 2, 3
65, 103, 2, 2, 3, 3
4, 149, 1, 1, 3, 2
57, 19, 1, 1, 2, 2
26, 169, 1, 2, 3, 2
57, 29, 2, 2, 2, 4
23, 171, 2, 1, 2, 2
4, 200, 1, 1, 3, 3
4, 140, 2, 1, 3, 4
8, 54, 2, 2, 2, 4
8, 60, 2, 1, 2, 3
8, 169, 1, 1, 2, 2
8, 60, 2, 1, 2, 3
33, 44, 2, 2, 3, 4
8, 55, 2, 2, 2, 3
4, 56, 2, 1, 3, 4
65, 34, 1, 1, 3, 3
8, 206, 1, 2, 2, 3
26, 173, 1, 2, 3, 3
